id,name,description,image,category
R.411,Hướng đi trên mỗi làn đường phải theo,Để báo hiệu cho người tham gia giao thông biết số lượng làn đường trên mặt đường và hướng đi trên mỗi làn đường theo vạch kẻ đường. Tùy theo tình hình thực tế về số lượng làn đường và hướng đi trên mỗi làn đường mà có ký hiệu phù hợp. Biển có tác dụng bắt buộc người tham gia giao thông phải đi đúng làn đường đã được chỉ dẫn hướng phù hợp với hành trình của xe.,,3
R.412,Làn đường dành riêng cho từng loại xe hoặc nhóm xe,"Để báo hiệu cho người tham gia giao thông biết có làn đường dành riêng cho từng loại xe ngoặc nhóm xe riêng biệt. Biển được đặt phía trên làn xe, ở đầu đường theo chiều xe chạy. Tùy loại phương tiện, nhóm phương tiện cần quy định mà bố trí hình vẽ, biểu tượng các phương tiện tương ứng và mũi tên trên biển cho phù hợp và đảm bảo mỹ quan. Các loại xe khác không được đi vào làn đường có đặt biển này (trừ các xe được quyền ưu tiên theo quy định)",,3
R.415a,Biển gộp làn đường theo phương tiện,Báo hiệu những loại phương tiện nào được phép lưu thông trên những làn đường theo quy định.,,3
R.415b,Kết thúc làn đường theo phương tiện,Báo hiệu đã hết đoạn đường dành cho phương tiện lưu thông trên từng làn đường theo quy định.,,3
R.420,Bắt đầu khu đông dân cư,Để báo hiệu bắt đầu đoạn đường vào phạm vi khu đông dân cư. Biển có tác dụng báo cho người tham gia giao thông biết phạm vi phải tuân theo những quy định đi đường được áp dụng ở khu đông dân cư.,,3
R.421,Hết khu đông dân cư,Để báo hiệu hết đoạn đường qua phạm vi khu đông dân cư. Biển có tác dụng báo cho người tham gia giao thông biết phạm vi phải tuân theo những quy định đi đường được áp dụng ở khu đông dân cư đã hết hiệu lực.,,3
"R.E,9a",Cấm đỗ xe trong khu vực,Cấm phương tiện đỗ xe trong khu vực có đặt biển báo,,3
"R.E,9b",Cấm đỗ xe theo giờ trong khu vực,Cấm phương tiện đỗ xe theo giờ trong khu vực có đặt biển báo,,3
"R.E,9c",Khu vực đỗ xe,Quy định khu vực phương tiện được phép đỗ xe,,3
"R.E,9d",Hạn chế tốc độ tối đa trong khu vực,Quy định phương tiện di chuyển hạn chế tốc độ tối đa trong khu vực,,3
"R.E,10a",Hết cấm đỗ xe trong khu vực,Để báo hiệu hết cấm đỗ xe trong khu vực.,,3
"R.E,10b",Hết cấm đỗ xe theo giờ trong khu vực,Để báo hiệu hết cấm đỗ xe theo giờ trong khu vực.,,3
"R.E,10c",Hết khu vực đỗ xe,Để quy định hết khu vực đỗ xe.,,3
"R.E,10d",Hết hạn chế tốc độ tối đa trong khu vực.,Để quy định hết hạn chế tốc độ tối đa trong khu vực.,,3
"R.E,11a",Đường hầm,Cấm phương tiện đỗ xe trong khu vực có đặt biển báo,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Vietnam_road_sign_RE11a.svg/1024px-Vietnam_road_sign_RE11a.svg.png,3
"R.E,11b",Kết thúc đường hầm,"Thông báo hết đoạn đường qua hầm, chủ phương tiện không còn áp dụng các quy định giao thông riêng nữa.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Vietnam_road_sign_RE11b.svg/1024px-Vietnam_road_sign_RE11b.svg.png,3
I.401,Bắt đầu đường ưu tiên,"Biểu thị ưu tiên cho các phương tiện được đi trước. Trên đoạn đường này, phương tiện được quyền ưu tiên đi qua nơi giao nhau không có điều khiển giao thông. Phương tiện trên đường khác nhập vào hay cắt ngang qua phải nhường đường (trừ các xe được quyền ưu tiên theo quy định). Nếu ở chỗ giao nhau có điều khiển giao thông thì nguyên tắc chạy xe ưu tiên hết tác dụng (trừ các xe được quyền ưu tiên theo quy định).",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Vietnam_road_sign_I401.svg/1024px-Vietnam_road_sign_I401.svg.png,4
I.402,Hết đoạn đường ưu tiên,Biểu thị đã đến hết đoạn đường quy định là ưu tiên.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Vietnam_road_sign_I402.svg/1024px-Vietnam_road_sign_I402.svg.png,4
I.405a,Đường cụt ở bên phải,Được đặt trên đường chính trước khi đến nơi đường giao nhau để rẽ vào đường cụt.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Vietnam_road_sign_I405a.svg/1024px-Vietnam_road_sign_I405a.svg.png,4
I.405b,Đường cụt ở bên trái,Được đặt trên đường chính trước khi đến nơi đường giao nhau để rẽ vào đường cụt.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Vietnam_road_sign_I405b.svg/1024px-Vietnam_road_sign_I405b.svg.png,4
I.405c,Đường cụt phía trước,Đặt trước đường cụt 300 - 500 m và cứ 100m phải đặt thêm một biển.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Vietnam_road_sign_I405c.svg/1024px-Vietnam_road_sign_I405c.svg.png,4
I.406,Được ưu tiên qua đường hẹp,Chỉ dẫn cho người tham gia giao thông cơ giới biết mình được quyền ưu tiên đi trước trên đoạn đường hẹp.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Vietnam_road_sign_I406.svg/1024px-Vietnam_road_sign_I406.svg.png,4
I.407a,Đường một chiều,Biển I.407a đặt sau nơi đường giao nhau nhưng khi đã có biển R302 tại các đầu dải phân cách thì biển này không cần thiết.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Vietnam_road_sign_I407a.svg/1024px-Vietnam_road_sign_I407a.svg.png,4
I.407b,Đường một chiều,Đặt trước nơi đường giao nhau và đặt trên đường chuẩn bị đi vào đường một chiều.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Vietnam_road_sign_I407b.svg/1024px-Vietnam_road_sign_I407b.svg.png,4
I.407c,Đường một chiều,Đặt trước nơi đường giao nhau và đặt trên đường chuẩn bị đi vào đường một chiều.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Vietnam_road_sign_I407c.svg/1024px-Vietnam_road_sign_I407c.svg.png,4
I.408,Nơi đỗ xe,"Chỉ dẫn những nơi được phép đỗ xe, những bãi đỗ xe, bến xe,...",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Vietnam_road_sign_I408.svg/1024px-Vietnam_road_sign_I408.svg.png,4
I.408a,Nơi đỗ xe một phần trên hè phố,Để chỉ dẫn những nơi được phép đỗ xe một phần trên hè phố rộng. Xe phải đỗ sao cho các bánh phía ghế phụ trên hè phố.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Vietnam_road_sign_I408a.svg/1024px-Vietnam_road_sign_I408a.svg.png,4
I.409,Chỗ quay xe,Chỉ dẫn vị trí được phép quay đầu xe.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Vietnam_road_sign_I409.svg/1024px-Vietnam_road_sign_I409.svg.png,4
I.410,Khu vực quay xe,Để chỉ dẫn khu vực được phép quay đầu xe. Trên biển mô tả cách thức tiến hành quay xe,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Vietnam_road_sign_I410.svg/1024px-Vietnam_road_sign_I410.svg.png,4
I.413a,Đường phía trước có làn đường dành cho ô tô khách,Để chỉ dẫn cho người tham gia giao thông biết đường phía trước có làn đường dành riêng cho ô tô khách theo chiều ngược lại,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Vietnam_road_sign_I413a.svg/1024px-Vietnam_road_sign_I413a.svg.png,4
I.413b,Rẽ ra đường có làn đường dành cho ô tô khách,Để chỉ dẫn cho người tham gia giao thông biết ở nơi đường giao nhau rẽ phải hoặc rẽ trái là rẽ ra đường có làm đường dành riêng cho ô tô khách. Tùy theo hướng rẽ mà lựa chọn kiểu biển cho phù hợp.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Vietnam_road_sign_I413b.svg/1024px-Vietnam_road_sign_I413b.svg.png,4
I.413c,Rẽ ra đường có làn đường dành cho ô tô khách,"Để báo hiệu cho người tham gia giao thông biết có làn đường dành riêng cho từng loại xe nhoặc nhóm xe riêng biệt. Biển được đặt phía trên làn xe, ở đầu đường theo chiều xe chạy. Tùy loại phương tiện, nhóm phương tiện cần quy định mà bố trí hình vẽ, biểu tượng các phương tiện tương ứng và mũi tên trên biển cho phù hợp và đảm bảo mỹ quan. Các loại xe khác không được đi vào làn đường có đặt biển này (trừ các xe được quyền ưu tiên theo quy định)",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Vietnam_road_sign_I413c.svg/1024px-Vietnam_road_sign_I413c.svg.png,4
I.414a,Chỉ hướng đường,"Để chỉ dẫn hướng đường đến các địa danh, khu dân cư. Trên biển cần chỉ dẫn cả số hiệu (tên) đường và cự ly làm tròn đến kilômét; nếu cự ly dưới 1 km thì làm tròn đến 100 m",,4
I.414b,Chỉ hướng đường,"Để chỉ dẫn hướng đường đến các địa danh, khu dân cư. Trên biển cần chỉ dẫn cả số hiệu (tên) đường và cự ly làm tròn đến kilômét; nếu cự ly dưới 1 km thì làm tròn đến 100 m",,4
I.414c,Chỉ hướng đường,"Để chỉ dẫn hướng đường đến các địa danh, khu dân cư. Trên biển cần chỉ dẫn cả số hiệu (tên) đường và cự ly làm tròn đến kilômét; nếu cự ly dưới 1 km thì làm tròn đến 100 m",,4
I.415,Mũi tên chỉ hướng đi,Chỉ dẫn hướng đi đến một địa danh lân cận tiếp theo trong khu dân cư hoặc ở các đường giao nhau.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Vietnam_road_sign_I415.svg/1024px-Vietnam_road_sign_I415.svg.png,4
I.416,Đường tránh,"Chỉ dẫn lối đi đường tránh, đường vòng trong trường hợp đường cấm vì lý do đường, cầu bị tắc hoặc thi công và cấm một số loại xe đi qua.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Vietnam_road_sign_I416.svg/1024px-Vietnam_road_sign_I416.svg.png,4
I.417,Chỉ hướng đường phải đi cho từng loại xe,"Ở các đường giao nhau trong trường hợp cấm hoặc hạn chế một số loại xe, khi cần thiết có thể đặt biển chỉ hướng đường phải đi cho từng loại xe đến một khu dân cư tiếp theo.",,4
I.418,Lối đi ở những vị trí cấm rẽ,Chỉ lối đi ở các nơi đường giao nhau bị cấm rẽ.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Vietnam_road_sign_I418.svg/1024px-Vietnam_road_sign_I418.svg.png,4
I.419a,Chỉ dẫn địa giới,"Chỉ dẫn địa giới hành chính giữa các thành phố, tỉnh, huyện.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Vietnam_road_sign_I419a.svg/1024px-Vietnam_road_sign_I419a.svg.png,4
I.419b,Chỉ dẫn địa giới (song ngữ),"Dùng biển đối với các tuyến đường đối ngoại để chỉ dẫn địa giới hành chính giữa các thành phố, tỉnh, huyện.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Vietnam_road_sign_I419b.svg/1024px-Vietnam_road_sign_I419b.svg.png,4
I.422a,Di tích lịch sử,"Để chỉ dẫn những nơi có di tích lịch sử hoặc những nơi có danh lam thắng cảnh, những nơi có thể tham quan... ở hai ven đường.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Vietnam_road_sign_I422a.svg/1024px-Vietnam_road_sign_I422a.svg.png,4
I.422b,Di tích lịch sử (song ngữ),"Dùng biển đối với các tuyến đường đối ngoại để chỉ dẫn những nơi có di tích lịch sử hoặc những nơi có danh lam thắng cảnh, những nơi có thể tham quan... ở hai ven đường. thành phố, tỉnh, huyện.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Vietnam_road_sign_I422b.svg/1024px-Vietnam_road_sign_I422b.svg.png,4
I.423a,Vị trí người đi bộ sang ngang,"Để chỉ dẫn người đi bộ và người tham gia giao thông biết vị trí dành cho người đi bộ sang ngang. Biển này được sử dụng độc lập ở những vị trí sang ngang, đường không có tổ chức điều khiển giao thông hoặc có thể sử dụng phối hợp với vạch kẻ đường. Gặp biển này người tham gia giao thông phải điều khiển xe chạy chậm, chú ý quan sát, ưu tiên cho người đi bộ sang ngang. Chiều người đi bộ trên biển phải hướng vào đường.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Vietnam_road_sign_I423a.svg/1024px-Vietnam_road_sign_I423a.svg.png,4
I.423b,Vị trí người đi bộ sang ngang,"Để chỉ dẫn người đi bộ và người tham gia giao thông biết vị trí dành cho người đi bộ sang ngang. Biển này được sử dụng độc lập ở những vị trí sang ngang, đường không có tổ chức điều khiển giao thông hoặc có thể sử dụng phối hợp với vạch kẻ đường. Gặp biển này người tham gia giao thông phải điều khiển xe chạy chậm, chú ý quan sát, ưu tiên cho người đi bộ sang ngang. Chiều người đi bộ trên biển phải hướng vào đường.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Vietnam_road_sign_I423b.svg/1024px-Vietnam_road_sign_I423b.svg.png,4
I.423c,Điểm bắt đầu đường đi bộ,Để chỉ dẫn cho người đi bộ và người lái xe biết nơi bắt đầu đoạn đường dành cho người đi bộ. Biển này không dùng cho các vị trí đi bộ cắt ngang qua đường.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Vietnam_road_sign_I423c.svg/1024px-Vietnam_road_sign_I423c.svg.png,4
I.424a,Cầu vượt qua đường cho người đi bộ,Để chỉ dẫn cho người đi bộ sử dụng cầu vượt qua đường. Tùy hướng thực tế của người đi bộ qua đường mà sử dụng biển cho phù hợp.,,4
I.424b,Cầu vượt qua đường cho người đi bộ,Để chỉ dẫn cho người đi bộ sử dụng cầu vượt qua đường. Tùy hướng thực tế của người đi bộ qua đường mà sử dụng biển cho phù hợp.,,4
I.424c,Hầm chui qua đường cho người đi bộ,Để chỉ dẫn cho người đi bộ sử dụng hầm chui qua đường. Tùy hướng thực tế của người đi bộ qua đường mà sử dụng biển cho phù hợp.,,4
I.424d,Hầm chui qua đường cho người đi bộ,Để chỉ dẫn cho người đi bộ sử dụng hầm chui qua đường. Tùy hướng thực tế của người đi bộ qua đường mà sử dụng biển cho phù hợp.,,4
I.425,Bệnh viện,"Để chỉ dẫn sắp đến cơ sở điều trị bệnh ở gần đường như bệnh viện, bệnh xá, trạm xá...",https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Vietnam_road_sign_I425.svg/1024px-Vietnam_road_sign_I425.svg.png,4
I.426,Trạm cấp cứu,Để chỉ dẫn nơi có trạm cấp cứu y tế ở gần đường,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Vietnam_road_sign_I426.svg/1024px-Vietnam_road_sign_I426.svg.png,4
I.427a,Trạm sửa chữa,"Để chỉ dẫn nơi đặt xưởng, trạm chuyên phục vụ sửa chữa ô tô, xe máy hỏng trên đường",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Vietnam_road_sign_I427a.svg/1024px-Vietnam_road_sign_I427a.svg.png,4
I.427b,Trạm kiểm tra tải trọng xe,Để chỉ dẫn nơi đặt trạm kiểm tra tải trọng xe,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Vietnam_road_sign_I427b.svg/1024px-Vietnam_road_sign_I427b.svg.png,4
I.428,Trạm xăng,"Để chỉ dẫn những nơi có đặt cửa hàng xăng, dầu hoặc nạp điện phục vụ cho phương tiện giao thông đi trên đường",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Vietnam_road_sign_I428.svg/1024px-Vietnam_road_sign_I428.svg.png,4
I.429,Nơi rửa xe,Để chỉ dẫn những nơi có bố trí rửa xe,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Vietnam_road_sign_I429.svg/1024px-Vietnam_road_sign_I429.svg.png,4
I.430,Điện thoại,Để chỉ dẫn những nơi có đặt trạm điện thoại công cộng chuyên phục vụ khách đi đường,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Vietnam_road_sign_I430.svg/1024px-Vietnam_road_sign_I430.svg.png,4
I.431,Trạm dừng nghỉ,"Để chỉ dẫn những nơi có các dịch vụ phục vụ khách đi đường (ăn uống nghỉ ngơi, cung cấp nhiên liệu...). Tùy trạm dừng nghỉ có dịch vụ gì mà bố trí các biểu tượng hình vẽ cho phù hợp.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Vietnam_road_sign_I431.svg/1024px-Vietnam_road_sign_I431.svg.png,4
I.432,Khách sạn,Để chỉ dẫn nơi có khách sạn phục vụ khách đi đường,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Vietnam_road_sign_I432.svg/1024px-Vietnam_road_sign_I432.svg.png,4
I.433a,Nơi nghỉ mát,Để chỉ dẫn nơi nghỉ mát,,4
I.433b,Nơi cắm trại,Để chỉ dẫn nơi cắm trại,,4
I.433c,Nơi dành cho nhà lưu động,Để chỉ dẫn nơi dành cho nhà lưu động,,4
I.433d,Nơi cắm trại và nhà lưu động,Để chỉ dẫn nơi cắm trại và nhà lưu động,,4
I.433e,Nơi nhà trọ,Để chỉ dẫn nơi nhà trọ,,4
I.434a,Bến xe buýt,"Để chỉ dẫn chỗ dừng đỗ xe buýt cho khách lên xuống. Biển số I.434a được bố trí kết hợp với biển phụ để chỉ dẫn các thông tin về số hiệu tuyến, tên tuyến, điểm đầu, điểm cuối và lộ trình tuyến xe buýt. Biển phụ có thể bố trí liền kề với biển số I.434a hoặc trong khu vực đón trả khách,",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Vietnam_road_sign_I434a.svg/1024px-Vietnam_road_sign_I434a.svg.png,4
I.434b,Bến xe tải,"Để chỉ dẫn khu vực đỗ xe tải để nhận và trả hàng hóa. Trong trường hợp khu vực đồ xe tải không phải là bến xe theo các quy định hiện hành thì thay chữ ""Bến xe tải"" trên biển thành chữ Điểm dừng xe tải.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Vietnam_road_sign_I434b.svg/1024px-Vietnam_road_sign_I434b.svg.png,4
I.435,Bến xe điện,Để chỉ dẫn chỗ dừng đỗ xe điện cho khách lên xuống,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Vietnam_road_sign_I435.svg/1024px-Vietnam_road_sign_I435.svg.png,4
I.436,Trạm cảnh sát giao thông,Để chỉ dẫn nơi đặt trạm cảnh sát giao thông. Các phương tiện phải giảm tốc độ đến mức an toàn và không được vượt khi đi qua khu vực này,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Vietnam_road_sign_I436.svg/1024px-Vietnam_road_sign_I436.svg.png,4
I.437,Đường cao tốc,Để chỉ dẫn bắt đầu đường cao tốc,,4
I.438,Hết đường cao tốc,Để chỉ dẫn kết thúc đường cao tốc,,4
I.439,Tên cầu,"Để chỉ các thông tin về một cầu. Biển số I.439 chỉ đặt khi chiều dài cầu lớn hơn 30m và các cầu có chiều dài nhỏ hơn hoặc bằng 30m nhưng có tên gắn với địa danh văn hóa, lịch sử. Không lắp đặt biển tên cầu đối với cầu có biểu tượng riêng và cầu trong khu vực nội thành, nội thị trừ các cầu mang tên danh nhân, địa danh văn hóa lịch sử đã có thì giữ nguyên và không nhất thiết phải ghi lý trình.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Vietnam_road_sign_I439.svg/1024px-Vietnam_road_sign_I439.svg.png,4
I.440,Đường đang thi công,Để chỉ dẫn những đoạn đường đang thi công sửa chữa hoặc nâng cấp cải tạo,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Vietnam_road_sign_I440.svg/1024px-Vietnam_road_sign_I440.svg.png,4
I.441a,Báo hiệu phía trước có công trường thi công,"Cảnh báo người lái xe về khu vực thi công phía trước, cần giảm tốc độ và chú ý quan sát.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Vietnam_road_sign_I441a.svg/1024px-Vietnam_road_sign_I441a.svg.png,4
I.441b,Báo hiệu phía trước có công trường thi công,"Cảnh báo người lái xe về khu vực thi công phía trước, cần giảm tốc độ và chú ý quan sát.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Vietnam_road_sign_I441b.svg/1024px-Vietnam_road_sign_I441b.svg.png,4
I.441c,Báo hiệu phía trước có công trường thi công,"Cảnh báo người lái xe về khu vực thi công phía trước, cần giảm tốc độ và chú ý quan sát.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Vietnam_road_sign_I441c.svg/1024px-Vietnam_road_sign_I441c.svg.png,4
I.442,Chợ,"Để báo sắp đến khu vực có chợ gần đường, xe cơ giới qua lại khu vực này phải chú ý quan sát, giảm tốc độ.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Vietnam_road_sign_I442.svg/1024px-Vietnam_road_sign_I442.svg.png,4
I.443,Xe kéo rơ-moóc,"Để báo hiệu xe có kéo moóc hoặc xe kéo xe. Biển số I.443 được đặt trên nóc cabin xe kéo. Nền biển màu xanh lam, hình tam giác màu vàng khoảng cách đều các cạnh hình vuông.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Vietnam_road_sign_I443.svg/1024px-Vietnam_road_sign_I443.svg.png,4
I.444,"Biển báo chỉ dẫn địa điểm
",Nhằm chỉ dẫn cho người đi đường biết hướng đến những địa điểm quan trọng,,4
I.445a,"Đường trơn, chạy chậm","Cảnh báo mặt đường trơn trượt, người lái cần giảm tốc độ và tăng khoảng cách an toàn.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Vietnam_road_sign_I445a.svg/1024px-Vietnam_road_sign_I445a.svg.png,4
I.445b,"Đường dốc, chạy chậm","Thông báo sắp đến đoạn đường dốc, cần giảm tốc độ để đảm bảo an toàn.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Vietnam_road_sign_I445b.svg/1024px-Vietnam_road_sign_I445b.svg.png,4
I.445c,Đường nhiều sương mù,"Cảnh báo khu vực thường xuyên có sương mù, tầm nhìn hạn chế, cần giảm tốc độ và bật đèn.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Vietnam_road_sign_I445c.svg/1024px-Vietnam_road_sign_I445c.svg.png,4
I.445d,Nền đường yếu,"Cảnh báo đoạn đường có nền yếu, có thể lún hoặc sụt, cần đi chậm và cẩn thận.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Vietnam_road_sign_I445d.svg/1024px-Vietnam_road_sign_I445d.svg.png,4
I.445e,Xe lớn đi sát về bên phải,Yêu cầu các phương tiện lớn đi sát làn đường bên phải.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Vietnam_road_sign_I445e.svg/1024px-Vietnam_road_sign_I445e.svg.png,4
I.445f,Chú ý gió ngang,"Cảnh báo khu vực có gió ngang mạnh, cần giữ vững tay lái.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Vietnam_road_sign_I445f.svg/1024px-Vietnam_road_sign_I445f.svg.png,4
I.445g,Đoạn đường hay xảy ra tai nạn,"Cảnh báo đoạn đường nguy hiểm, thường xảy ra tai nạn, cần đặc biệt chú ý và giảm tốc.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Vietnam_road_sign_I445g.svg/1024px-Vietnam_road_sign_I445g.svg.png,4
I.445h,Xuống dốc liên tục,"Cảnh báo sắp đến đoạn đường dốc dài, cần kiểm soát tốc độ và sử dụng số thấp.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Vietnam_road_sign_I445h.svg/1024px-Vietnam_road_sign_I445h.svg.png,4
I.446,Nơi đỗ xe dành cho người khuyết tật,"Để báo hiệu nơi đỗ xe dành cho người khuyết tật. Biển đặt tại vị trí thích hợp có thể sử dụng kết hợp với biển P.131a ""Cấm đỗ xe"" và biển số I.408 ""Nơi đỗ xe"".",https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Vietnam_road_sign_I446.svg/1024px-Vietnam_road_sign_I446.svg.png,4
I.447,Biển báo cầu vượt liên thông,Biển đặt tại vị trí trước khi vào cầu vượt có tổ chức giao thông liên thông giữa các tuyến.,,4
I.448,Làn đường cứu nạn hay làn thoát xe khẩn cấp,"Biển chỉ dẫn gồm 4 cặp biển ở các cự ly 2 km, 1 km, 300 m và tại chỗ rẽ nhằm chỉ dẫn cho người tham gia giao thông biết vị trí và khoảng cách có làn cứu nạn. Vị trí biển đặt ở vị trí thuận lợi, dễ quan sát, cự lý có thể điều chỉnh cho phù hợp. Nếu sơ đồ, cự ly hình thái vị trí làn đường cứu nạn không phù hợp với hình vẽ trên các biển I.448 thì phải điều chỉnh hình vẽ cho phù hợp. Để tránh nhầm lẫn giữa đường chính và đường cứu nạn sử dụng cột cần vươn 2 bên đặt tại góc tiếp giáp giữa đường cứu nạn và đường chính để chỉ rõ hướng đường.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Vietnam_road_sign_I448.svg/1024px-Vietnam_road_sign_I448.svg.png,4
I.449,Biển tên đường,"Để báo tên đường cho các tuyến đường đối ngoại. Biển I.449 có nền màu xanh đậm, chữ màu trắng.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Vietnam_road_sign_I449.svg/1024px-Vietnam_road_sign_I449.svg.png,4
IE.450a,Khoảng cách đến nút giao với đường dẫn vào đường cao tốc,"Chỉ dẫn khoảng cách đến nút giao với đường dẫn vào đường cao tốc, dùng để báo trước khoảng cách sắp đến nút giao với đường dẫn vào đường cao tốc, với khoảng cách ghi trên biển quy về bội số của 100 m.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Vietnam_road_sign_IE450a.svg/1024px-Vietnam_road_sign_IE450a.svg.png,5
IE.450b,Sơ đồ đến nút giao với đường dẫn vào đường cao tốc,Chỉ dẫn hướng đi vào đường cao tốc sắp tới.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Vietnam_road_sign_IE450b.svg/1024px-Vietnam_road_sign_IE450b.svg.png,5
IE.451a,Khoảng cách đến lối vào đường cao tốc,Dùng để báo trước khoảng cách đến lối vào đường cao tốc.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Vietnam_road_sign_IE451a.svg/1024px-Vietnam_road_sign_IE451a.svg.png,5
IE.451b,Lối vào đường cao tốc,"Biển này đặt ở vị trí cuối đường dẫn vào đường cao tốc.
",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Vietnam_road_sign_IE451b.svg/1024px-Vietnam_road_sign_IE451b.svg.png,5
IE.452,Bắt đầu đường cao tốc,"Chỉ dẫn bắt đầu đường cao tốc. Biển này được thể hiện trên nền xanh lá cây, chữ màu trắng, bao gồm các thông tin về tên và ký hiệu đường cao tốc, giá trị hạn chế tốc độ tối đa và tốc độ tối thiểu.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Vietnam_road_sign_IE452.svg/1024px-Vietnam_road_sign_IE452.svg.png,5
IE.453a,Khoảng cách đến điểm kết thúc đường cao tốc,Chỉ dẫn khoảng cách đến điểm kết thúc đường cao tốc.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Vietnam_road_sign_IE453a.svg/1024px-Vietnam_road_sign_IE453a.svg.png,5
IE.453b,Điểm kết thúc đường cao tốc,Chỉ dẫn điểm kết thúc đường cao tốc,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Vietnam_road_sign_IE453b.svg/1024px-Vietnam_road_sign_IE453b.svg.png,5
IE.454,Khoảng cách đến lối ra phía trước,Chỉ dẫn khoảng cách đến lối ra phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Vietnam_road_sign_IE454.svg/1024px-Vietnam_road_sign_IE454.svg.png,5
IE.455,Khoảng cách đến các lối ra tiếp theo,Chỉ dẫn khoảng cách đến các lối ra tiếp theo.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Vietnam_road_sign_IE455.svg/1024px-Vietnam_road_sign_IE455.svg.png,5
